STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       3591;20130501;20130531;   10;  -999;  10.47;   14.65;    6.25;-999;  21.7;-999;  -0.3;-999;    9;    99.3;   12.6;eor
       3591;20130601;20130630;   10;  -999;  14.62;   18.96;    9.72;-999;  29.6;-999;   4.3;-999;    9;    82.9;   35.6;eor
       3591;20130701;20130731;   10;  -999;  19.00;   24.11;   13.35;-999;  30.7;-999;   6.7;-999;    9;    28.3;   11.9;eor
       3591;20130801;20130831;   10;  -999;  17.57;   22.76;   11.99;-999;  34.1;-999;   7.5;-999;    9;    40.5;    8.4;eor
       3591;20130901;20130930;   10;  -999;  13.57;   17.84;    9.48;-999;  31.4;-999;   4.6;-999;    9;    85.9;   31.5;eor
       3591;20131001;20131031;   10;  -999;  11.49;   14.62;    8.28;-999;  20.7;-999;   1.6;-999;    9;    61.7;    8.4;eor
       3591;20131101;20131130;   10;  -999;   4.82;    6.95;    2.54;-999;  14.8;-999;  -2.9;-999;    9;    89.9;   22.4;eor
       3591;20131201;20131231;   10;  -999;   4.94;    7.65;    2.40;-999;  12.6;-999;  -2.2;-999;    9;    38.6;    6.7;eor
       3591;20140101;20140131;   10;  -999;   4.59;    7.01;    2.37;-999;  12.2;-999;  -1.9;-999;    9;    50.0;    9.6;eor
       3591;20140201;20140228;   10;  -999;   5.18;    7.79;    2.87;-999;  12.3;-999;  -2.2;-999;    9;    29.1;    3.2;eor
       3591;20140301;20140331;   10;  -999;   8.10;   13.04;    3.30;-999;  21.4;-999;  -2.6;-999;    9;    16.1;    5.9;eor
       3591;20140401;20140430;   10;  -999;  11.10;   15.81;    6.07;-999;  22.7;-999;  -0.9;-999;    9;    26.8;    5.1;eor
       3591;20140501;20140531;   10;  -999;  12.11;   16.63;    7.42;-999;  25.0;-999;   0.2;-999;    9;    60.6;   20.4;eor
       3591;20140601;20140630;   10;  -999;  15.15;   20.26;    9.70;-999;  30.4;-999;   5.0;-999;    9;    62.4;   19.2;eor
       3591;20140701;20140731;   10;  -999;  18.33;   23.09;   13.43;-999;  32.0;-999;   5.9;-999;    9;   163.8;   47.4;eor
       3591;20140801;20140831;   10;  -999;  15.25;   19.53;   11.58;-999;  26.2;-999;   6.8;-999;    9;   147.3;   35.7;eor
       3591;20140901;20140930;   10;  -999;  14.68;   18.90;   10.62;-999;  23.5;-999;   4.8;-999;    9;    34.2;   14.0;eor
       3591;20141001;20141031;   10;  -999;  12.54;   16.22;    9.03;-999;  21.8;-999;   3.4;-999;    9;    61.2;   20.7;eor
       3591;20141101;20141130;   10;  -999;   7.77;   10.58;    5.13;-999;  21.3;-999;  -1.1;-999;    9;    39.1;    8.7;eor
       3591;20141201;20141231;   10;  -999;   3.04;    4.70;    1.04;-999;  11.8;-999;  -7.6;-999;    9;    86.1;   17.3;eor
       3591;20150101;20150131;   10;  -999;   2.33;    4.59;    0.00;-999;  13.2;-999;  -4.6;-999;    9;    95.9;   13.4;eor
       3591;20150201;20150228;   10;  -999;   1.60;    4.36;   -0.93;-999;  10.2;-999;  -8.2;-999;    9;    53.0;    8.7;eor
       3591;20150301;20150331;   10;  -999;   5.15;    9.00;    1.25;-999;  19.9;-999;  -2.8;-999;    9;    86.2;   22.1;eor
       3591;20150401;20150430;   10;  -999;   8.68;   13.58;    2.68;-999;  23.6;-999;  -1.8;-999;    9;    49.9;   21.7;eor
       3591;20150501;20150531;   10;  -999;  11.97;   16.99;    6.56;-999;  25.2;-999;   0.5;-999;    9;    31.9;    6.2;eor
       3591;20150601;20150630;   10;  -999;  15.57;   20.32;    9.23;-999;  31.0;-999;   4.6;-999;-999;-999;-999;eor
       3591;20150701;20150731;   10;  -999;  18.75;   23.97;   13.76;-999;  36.1;-999;   4.9;-999;    9;    71.5;   18.4;eor
       3591;20150801;20150831;   10;  -999;  18.50;   23.60;   13.04;-999;  32.3;-999;   7.4;-999;    9;    72.4;   19.1;eor
       3591;20150901;20150930;   10;  -999;  12.21;   16.36;    8.25;-999;  22.2;-999;   3.3;-999;    9;    83.9;   14.9;eor
       3591;20151001;20151031;   10;  -999;   8.99;   12.10;    6.00;-999;  19.8;-999;   0.1;-999;    9;    24.0;    6.9;eor
       3591;20151101;20151130;   10;  -999;   8.84;   11.55;    6.18;-999;  18.9;-999;  -1.2;-999;    9;   113.8;   23.9;eor
       3591;20151201;20151231;   10;  -999;   8.59;   10.75;    6.53;-999;  15.0;-999;   1.9;-999;    9;    54.0;   15.8;eor
       3591;20160101;20160131;   10;  -999;   3.63;    6.03;    1.34;-999;  14.9;-999; -10.5;-999;    9;    82.0;   13.6;eor
       3591;20160201;20160229;   10;  -999;   3.22;    5.90;    0.49;-999;  11.4;-999;  -6.5;-999;    9;    96.7;   14.8;eor
       3591;20160301;20160331;   10;  -999;   3.73;    6.84;    0.63;-999;  13.2;-999;  -6.0;-999;    9;    70.6;   20.0;eor
       3591;20160401;20160430;   10;  -999;   7.60;   12.03;    3.44;-999;  19.2;-999;  -1.0;-999;    9;    50.1;   15.1;eor
       3591;20160501;20160531;   10;  -999;  13.29;   17.58;    8.52;-999;  23.6;-999;  -0.2;-999;    9;    53.4;   16.5;eor
       3591;20160601;20160630;   10;  -999;  15.95;   20.51;   12.09;-999;  31.6;-999;   6.9;-999;    9;   131.9;   26.0;eor
       3591;20160701;20160731;   10;  -999;  18.12;   22.50;   13.89;-999;  33.1;-999;   8.8;-999;    9;    48.5;   10.5;eor
       3591;20160801;20160831;   10;  -999;  18.05;   23.31;   12.64;-999;  33.9;-999;   5.9;-999;    9;    23.1;    6.6;eor
       3591;20160901;20160930;   10;  -999;  17.38;   22.89;   11.95;-999;  31.6;-999;   7.8;-999;    9;    14.3;    5.6;eor
       3591;20161001;20161031;   10;  -999;   8.80;   12.10;    5.70;-999;  19.9;-999;   0.5;-999;    9;    67.2;   19.8;eor
       3591;20161101;20161130;   10;  -999;   5.32;    7.85;    2.85;-999;  15.9;-999;  -4.9;-999;    9;    61.6;   12.6;eor
       3591;20161201;20161231;   10;  -999;   4.23;    7.43;    1.49;-999;  13.7;-999;  -4.6;-999;    9;    17.0;    4.1;eor
       3591;20170101;20170131;   10;  -999;  -0.41;    2.15;   -3.00;-999;   9.2;-999;  -9.3;-999;    9;    46.2;   17.0;eor
       3591;20170201;20170228;   10;  -999;   4.84;    7.70;    2.03;-999;  16.7;-999;  -3.1;-999;    9;    58.6;   11.3;eor
       3591;20170301;20170331;   10;  -999;   8.41;   12.60;    3.88;-999;  21.4;-999;  -1.6;-999;    9;    65.3;   16.2;eor
       3591;20170401;20170430;    3;  -999;   7.25;   11.89;    1.85;-999;  21.0;-999;  -4.0;-999;    9;    20.9;    6.0;eor
       3591;20170501;20170531;    3;  -999;  14.45;   19.40;    8.77;-999;  31.3;-999;   0.1;-999;    9;    46.9;   10.3;eor
       3591;20170601;20170630;    3;  -999;  18.15;   23.45;   12.50;-999;  34.0;-999;   7.9;-999;    9;    32.8;   10.2;eor
       3591;20170701;20170731;    3;  -999;  17.85;   22.81;   12.79;-999;  31.0;-999;   6.4;-999;    9;   123.4;   24.1;eor
       3591;20170801;20170831;    3;  -999;  17.08;   21.54;   12.34;-999;  29.5;-999;   8.6;-999;    9;    75.4;   10.2;eor
       3591;20170901;20170930;    3;  -999;  12.82;   17.10;    9.08;-999;  22.8;-999;   5.3;-999;    9;    67.1;   15.2;eor
       3591;20171001;20171031;    3;  -999;  12.08;   15.34;    9.06;-999;  24.8;-999;   2.6;-999;    9;    50.3;    9.1;eor
       3591;20171101;20171130;    3;  -999;   5.66;    8.24;    3.11;-999;  16.0;-999;  -0.8;-999;    9;    69.4;   18.9;eor
       3591;20171201;20171231;    3;  -999;   3.39;    5.22;    1.33;-999;  12.3;-999;  -3.8;-999;    9;    94.2;   18.8;eor
       3591;20180101;20180131;    3;  -999;   4.70;    6.72;    2.51;-999;  11.1;-999;  -0.5;-999;    9;    97.1;   12.2;eor
       3591;20180201;20180228;    3;  -999;  -1.47;    1.57;   -4.30;-999;   6.5;-999; -11.8;-999;    9;    21.9;    4.1;eor
       3591;20180301;20180331;    3;  -999;   3.83;    7.46;    0.46;-999;  13.6;-999;  -9.0;-999;    9;    54.8;   11.9;eor
       3591;20180401;20180430;    3;  -999;  12.47;   17.21;    6.64;-999;  26.3;-999;  -1.1;-999;    9;    41.5;   21.2;eor
       3591;20180501;20180531;    3;  -999;  15.13;   20.64;    9.06;-999;  26.8;-999;   1.3;-999;    9;    67.4;   23.0;eor
       3591;20180601;20180630;    3;  -999;  16.70;   21.07;   11.92;-999;  27.9;-999;   6.6;-999;    9;    28.1;    8.2;eor
       3591;20180701;20180731;    3;  -999;  20.79;   26.81;   13.72;-999;  33.9;-999;   9.9;-999;    9;    16.6;   10.1;eor
       3591;20180801;20180831;    3;  -999;  19.05;   24.96;   13.11;-999;  35.5;-999;   6.4;-999;    9;    29.2;    4.8;eor
       3591;20180901;20180930;    3;  -999;  14.76;   20.13;    9.64;-999;  30.1;-999;   1.9;-999;    9;    76.3;   44.4;eor
       3591;20181001;20181031;    3;  -999;  11.44;   15.54;    7.20;-999;  25.0;-999;   0.2;-999;    9;    34.0;    8.0;eor
       3591;20181101;20181130;    3;  -999;   6.35;    9.46;    3.38;-999;  16.7;-999;  -2.0;-999;    9;    20.5;   10.3;eor
       3591;20181201;20181231;    3;  -999;   4.81;    6.96;    2.49;-999;  13.2;-999;  -3.7;-999;    9;   138.0;   26.6;eor
       3591;20190101;20190131;    3;  -999;   1.17;    3.17;   -0.86;-999;   7.7;-999;  -8.9;-999;    9;   113.7;   22.9;eor
       3591;20190201;20190228;    3;  -999;   6.33;   10.47;    2.53;-999;  19.8;-999;  -1.5;-999;    9;    47.3;   25.2;eor
       3591;20190301;20190331;    3;  -999;   6.67;   10.27;    2.92;-999;  19.0;-999;  -2.5;-999;    9;   134.4;   29.7;eor
       3591;20190401;20190430;    3;  -999;   9.39;   14.25;    4.21;-999;  23.4;-999;  -1.3;-999;    9;    22.0;    5.1;eor
       3591;20190501;20190531;    3;  -999;  10.34;   15.07;    5.87;-999;  22.0;-999;   0.1;-999;    9;    58.9;   13.3;eor
       3591;20190601;20190630;    3;  -999;  18.74;   24.52;   12.26;-999;  33.7;-999;   7.1;-999;    9;    53.3;   24.6;eor
       3591;20190701;20190731;    3;  -999;  18.51;   24.09;   12.73;-999;  38.1;-999;   6.3;-999;    9;   109.5;   75.2;eor
       3591;20190801;20190831;    3;  -999;  18.44;   23.75;   13.09;-999;  31.2;-999;   8.2;-999;    9;    35.6;   10.1;eor
       3591;20190901;20190930;    3;  -999;  13.97;   18.37;    9.63;-999;  25.4;-999;   3.6;-999;    9;    52.6;   13.8;eor
       3591;20191001;20191031;    3;  -999;  10.92;   14.16;    8.15;-999;  22.7;-999;  -1.0;-999;    9;    84.9;   20.2;eor
       3591;20191101;20191130;    3;  -999;   5.35;    8.15;    2.61;-999;  14.3;-999;  -1.9;-999;    9;    92.9;   23.5;eor
       3591;20191201;20191231;    3;  -999;   5.23;    7.73;    2.85;-999;  14.3;-999;  -1.8;-999;    9;    72.2;   12.5;eor
       3591;20200101;20200131;    3;  -999;   4.58;    7.09;    1.96;-999;  13.0;-999;  -5.4;-999;    9;    36.7;    7.0;eor
       3591;20200201;20200229;    3;  -999;   5.48;    8.24;    2.34;-999;  15.9;-999;  -2.6;-999;    9;   173.6;   20.5;eor
       3591;20200301;20200331;    3;  -999;   5.82;    9.75;    2.03;-999;  16.5;-999;  -3.9;-999;    9;    75.6;   13.1;eor
       3591;20200401;20200430;    3;  -999;  11.28;   17.10;    4.71;-999;  22.9;-999;  -3.5;-999;    3;    20.7;    9.2;eor
       3591;20200501;20200531;    3;  -999;  12.12;   17.62;    5.41;-999;  26.1;-999;  -0.6;-999;    3;    15.9;    3.6;eor
       3591;20200601;20200630;    3;  -999;  16.48;   21.39;   11.29;-999;  29.9;-999;   6.1;-999;    3;    77.7;   22.5;eor
       3591;20200701;20200731;    3;  -999;  17.11;   22.21;   11.41;-999;  35.0;-999;   7.2;-999;    3;    35.6;   10.3;eor
       3591;20200801;20200831;    3;  -999;  20.28;   25.85;   14.93;-999;  34.9;-999;   7.9;-999;    3;    47.4;   20.4;eor
       3591;20200901;20200930;    3;  -999;  15.46;   20.83;    9.92;-999;  32.2;-999;   6.2;-999;    3;    56.0;   33.1;eor
       3591;20201001;20201031;    3;  -999;  10.32;   12.92;    7.98;-999;  19.5;-999;   1.7;-999;    3;    62.4;   16.5;eor
       3591;20201101;20201130;    3;  -999;   7.98;   11.35;    4.38;-999;  18.6;-999;  -5.9;-999;    3;    27.0;    8.7;eor
       3591;20201201;20201231;    3;  -999;   4.53;    6.39;    2.47;-999;  13.2;-999;  -3.3;-999;    3;    63.1;   12.2;eor
